Class,Value,Timestamp
Toilet,0,2019-04-05 10:00:32
Toilet,1,2019-04-05 10:01:47
Toilet,0,2019-04-05 10:03:59
Toilet,1,2019-04-05 12:54:56
Toilet,0,2019-04-05 12:57:07
Toilet,1,2019-04-05 13:08:27
Toilet,0,2019-04-05 13:10:38
Toilet,1,2019-04-05 13:19:27
Toilet,0,2019-04-05 13:21:34
Toilet,1,2019-04-05 13:22:00
Toilet,0,2019-04-05 13:26:22
Toilet,1,2019-04-05 13:26:46
Toilet,0,2019-04-05 13:32:57
Toilet,1,2019-04-05 13:39:20
Toilet,0,2019-04-05 13:41:28
Toilet,1,2019-04-05 14:04:08
Toilet,0,2019-04-05 14:08:22
Toilet,1,2019-04-05 14:10:33
Toilet,0,2019-04-05 14:14:37
Toilet,1,2019-04-05 14:16:36
Toilet,0,2019-04-05 14:18:43
Toilet,1,2019-04-05 14:19:53
Toilet,0,2019-04-05 14:22:05
Toilet,1,2019-04-05 14:25:48
Toilet,0,2019-04-05 14:28:00
Toilet,1,2019-04-05 14:35:01
Toilet,0,2019-04-05 14:37:20
Toilet,1,2019-04-05 14:37:57
Toilet,0,2019-04-05 14:40:09
Toilet,1,2019-04-05 14:53:37
Toilet,0,2019-04-05 14:57:51
Toilet,1,2019-04-05 15:23:51
Toilet,0,2019-04-05 15:26:03
Toilet,1,2019-04-05 16:14:16
Toilet,0,2019-04-05 16:16:28
Toilet,1,2019-04-05 16:54:41
Toilet,0,2019-04-05 16:57:00
Toilet,1,2019-04-05 16:57:41
Toilet,0,2019-04-05 17:02:05
Toilet,1,2019-04-05 17:19:40
Toilet,0,2019-04-05 17:21:58
Toilet,1,2019-04-05 18:48:18
Toilet,0,2019-04-05 18:50:33
Toilet,1,2019-04-05 18:50:52
Toilet,0,2019-04-05 18:53:05
Toilet,1,2019-04-05 18:53:20
Toilet,0,2019-04-05 19:04:00
Toilet,1,2019-04-05 19:04:11
Toilet,0,2019-04-05 19:10:20
Toilet,1,2019-04-05 19:11:46
Toilet,0,2019-04-05 19:13:54
Toilet,1,2019-04-05 19:15:37
Toilet,0,2019-04-05 19:17:48
Toilet,1,2019-04-05 19:25:13
Toilet,0,2019-04-05 19:27:25
Toilet,1,2019-04-05 20:52:17
Toilet,0,2019-04-05 20:56:29
Toilet,1,2019-04-06 00:16:37
Toilet,0,2019-04-06 00:20:53
Toilet,1,2019-04-06 05:55:19
Toilet,0,2019-04-06 05:57:31
Toilet,1,2019-04-06 05:58:08
Toilet,0,2019-04-06 06:00:27
Toilet,1,2019-04-06 06:23:41
Toilet,0,2019-04-06 06:29:49
Toilet,1,2019-04-06 06:36:31
Toilet,0,2019-04-06 06:38:44
Toilet,1,2019-04-06 06:53:16
Toilet,0,2019-04-06 06:57:26
Toilet,1,2019-04-06 06:59:45
Toilet,0,2019-04-06 07:02:01
Toilet,1,2019-04-06 07:03:05
Toilet,0,2019-04-06 07:09:15
Toilet,1,2019-04-06 07:31:50
Toilet,0,2019-04-06 07:34:09
Toilet,1,2019-04-06 07:49:59
Toilet,0,2019-04-06 07:52:19
Toilet,1,2019-04-06 07:55:02
Toilet,0,2019-04-06 07:57:14
Toilet,1,2019-04-06 08:08:21
Toilet,0,2019-04-06 08:12:39
Toilet,1,2019-04-06 08:12:58
Toilet,0,2019-04-06 08:15:10
Toilet,1,2019-04-06 08:18:08
Toilet,0,2019-04-06 08:20:21
Toilet,1,2019-04-06 08:25:55
Toilet,0,2019-04-06 08:30:01
Toilet,1,2019-04-06 08:38:12
Toilet,0,2019-04-06 08:40:24
Toilet,1,2019-04-06 08:44:54
Toilet,0,2019-04-06 08:49:04
Toilet,1,2019-04-06 08:51:51
Toilet,0,2019-04-06 08:54:11
Toilet,1,2019-04-06 08:57:01
Toilet,0,2019-04-06 08:59:08
Toilet,1,2019-04-06 09:00:56
Toilet,0,2019-04-06 09:03:08
Toilet,1,2019-04-06 09:06:14
Toilet,0,2019-04-06 09:08:25
Toilet,1,2019-04-06 09:30:44
Toilet,0,2019-04-06 09:32:55
Toilet,1,2019-04-06 10:14:18
Toilet,0,2019-04-06 10:16:37
Toilet,1,2019-04-06 10:18:15
Toilet,0,2019-04-06 10:20:27
Toilet,1,2019-04-06 13:06:52
Toilet,0,2019-04-06 13:09:12
Toilet,1,2019-04-06 13:09:30
Toilet,0,2019-04-06 13:11:39
Toilet,1,2019-04-06 13:12:33
Toilet,0,2019-04-06 13:14:45
Toilet,1,2019-04-06 13:22:53
Toilet,0,2019-04-06 13:25:05
Toilet,1,2019-04-06 14:00:51
Toilet,0,2019-04-06 14:03:02
Toilet,1,2019-04-06 14:11:47
Toilet,0,2019-04-06 14:13:55
Toilet,1,2019-04-06 14:36:18
Toilet,0,2019-04-06 14:38:30
Toilet,1,2019-04-06 15:06:33
Toilet,0,2019-04-06 15:08:45
Toilet,1,2019-04-06 15:09:01
Toilet,0,2019-04-06 15:11:22
Toilet,1,2019-04-06 15:12:03
Toilet,0,2019-04-06 15:14:15
Toilet,1,2019-04-06 17:00:51
Toilet,0,2019-04-06 17:05:07
